Trip ID,Pick Date,Vehicle,Payment_type,No. of passenger_count,Trip Distance,Pickup Location,Booking Value,Total Bookings,Year,Quarter,Month,Day
222,2024-06-01 00:00:00,Uber Black,Uber Pay,1,2.4,Midtown East,$14.0,1.0,1899,Qtr 4,December,30
223,2024-06-01 00:00:00,UberXL,Uber Pay,1,4.56,Garment District,$22.3,1.0,1899,Qtr 4,December,30
224,2024-06-01 00:00:00,UberX,Uber Pay,1,1.52,Lenox Hill East,$9.7,1.0,1899,Qtr 4,December,30
225,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.64,Lincoln Square East,$9.0,1.0,1899,Qtr 4,December,30
226,2024-06-01 00:00:00,Uber Black,Cash,1,4,Midtown Center,$13.5,1.0,1899,Qtr 4,December,30
227,2024-06-01 00:00:00,Uber Black,Cash,1,3.1,East Village,$10.5,1.0,1899,Qtr 4,December,30
228,2024-06-01 00:00:00,UberXL,Cash,1,1.74,Garment District,$9.0,1.0,1899,Qtr 4,December,30
229,2024-06-01 00:00:00,UberXL,Uber Pay,1,1.32,Midtown East,$8.7,1.0,1899,Qtr 4,December,30
230,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.1,Yorkville East,$7.1,1.0,1899,Qtr 4,December,30
231,2024-06-01 00:00:00,Uber Black,Uber Pay,1,3.64,Penn Station/Madison Sq West,$15.7,1.0,1899,Qtr 4,December,30
232,2024-06-01 00:00:00,UberX,Cash,1,26.64,JFK Airport,$70.5,1.0,1899,Qtr 4,December,30
233,2024-06-01 00:00:00,UberXL,Cash,1,1.9,Penn Station/Madison Sq West,$7.5,1.0,1899,Qtr 4,December,30
234,2024-06-01 00:00:00,Uber Black,Uber Pay,1,4.19,Central Harlem,$19.9,1.0,1899,Qtr 4,December,30
235,2024-06-01 00:00:00,UberX,Uber Pay,1,7.48,Sutton Place/Turtle Bay North,$27.5,1.0,1899,Qtr 4,December,30
236,2024-06-01 00:00:00,UberX,Cash,1,2,Lower East Side,$8.5,1.0,1899,Qtr 4,December,30
237,2024-06-01 00:00:00,UberXL,Cash,1,1.16,Midtown Center,$6.5,1.0,1899,Qtr 4,December,30
238,2024-06-01 00:00:00,UberX,Uber Pay,3,3.27,Penn Station/Madison Sq West,$15.1,1.0,1899,Qtr 4,December,30
239,2024-06-01 00:00:00,UberX,Cash,5,1.33,NV,$6.5,1.0,1899,Qtr 4,December,30
240,2024-06-01 00:00:00,UberX,Cash,1,1.54,Garment District,$7.5,1.0,1899,Qtr 4,December,30
241,2024-06-01 00:00:00,UberXL,Cash,1,3.2,Clinton West,$11.0,1.0,1899,Qtr 4,December,30
242,2024-06-01 00:00:00,UberX,Cash,2,1.55,Lincoln Square East,$8.5,1.0,1899,Qtr 4,December,30
243,2024-06-01 00:00:00,UberX,Cash,1,1.1,Yorkville East,$7.5,1.0,1899,Qtr 4,December,30
244,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.38,Murray Hill,$9.0,1.0,1899,Qtr 4,December,30
245,2024-06-01 00:00:00,UberX,Uber Pay,1,1.6,Penn Station/Madison Sq West,$9.1,1.0,1899,Qtr 4,December,30
246,2024-06-01 00:00:00,UberX,Uber Pay,1,8.2,Upper West Side South,$30.7,1.0,1899,Qtr 4,December,30
247,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.28,Sutton Place/Turtle Bay North,$7.9,1.0,1899,Qtr 4,December,30
248,2024-06-01 00:00:00,UberX,Cash,1,1.7,Yorkville West,$7.5,1.0,1899,Qtr 4,December,30
249,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,4.5,East Harlem South,$18.1,1.0,1899,Qtr 4,December,30
250,2024-06-01 00:00:00,UberX,Uber Pay,1,4.23,Yorkville West,$19.2,1.0,1899,Qtr 4,December,30
251,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.71,Penn Station/Madison Sq West,$9.7,1.0,1899,Qtr 4,December,30
252,2024-06-01 00:00:00,Uber Comfort,Cash,1,1.7,Manhattan Valley,$9.5,1.0,1899,Qtr 4,December,30
253,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.02,Yorkville East,$8.8,1.0,1899,Qtr 4,December,30
254,2024-06-01 00:00:00,UberX,Cash,1,1.98,Lenox Hill East,$8.5,1.0,1899,Qtr 4,December,30
255,2024-06-01 00:00:00,UberX,Uber Pay,1,1.09,Midtown East,$7.9,1.0,1899,Qtr 4,December,30
256,2024-06-01 00:00:00,UberX,Cash,2,7.5,East Chelsea,$29.0,1.0,1899,Qtr 4,December,30
257,2024-06-01 00:00:00,UberX,Uber Pay,1,1.46,Kips Bay,$6.0,1.0,1899,Qtr 4,December,30
258,2024-06-01 00:00:00,UberX,Cash,1,1.3,Penn Station/Madison Sq West,$6.5,1.0,1899,Qtr 4,December,30
259,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.3,Upper East Side South,$7.0,1.0,1899,Qtr 4,December,30
260,2024-06-01 00:00:00,Uber Black,Cash,1,2.1,Yorkville East,$9.0,1.0,1899,Qtr 4,December,30
261,2024-06-01 00:00:00,UberX,Uber Pay,1,2.9,Lenox Hill East,$19.8,1.0,1899,Qtr 4,December,30
262,2024-06-01 00:00:00,UberXL,Uber Pay,1,2,Upper East Side North,$10.4,1.0,1899,Qtr 4,December,30
263,2024-06-01 00:00:00,UberX,Uber Pay,1,3.4,Yorkville East,$15.2,1.0,1899,Qtr 4,December,30
264,2024-06-01 00:00:00,UberXL,Uber Pay,3,3.59,Gramercy,$16.5,1.0,1899,Qtr 4,December,30
265,2024-06-01 00:00:00,UberX,Uber Pay,1,2.88,Lincoln Square West,$13.3,1.0,1899,Qtr 4,December,30
266,2024-06-01 00:00:00,UberX,Uber Pay,2,7.96,Lenox Hill East,$28.5,1.0,1899,Qtr 4,December,30
267,2024-06-01 00:00:00,UberXL,Uber Pay,1,1.3,SoHo,$10.0,1.0,1899,Qtr 4,December,30
268,2024-06-01 00:00:00,UberX,Uber Pay,1,2.44,Times Sq/Theatre District,$14.5,1.0,1899,Qtr 4,December,30
269,2024-06-01 00:00:00,Uber Black,Uber Pay,2,3.52,Yorkville East,$16.5,1.0,1899,Qtr 4,December,30
270,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.4,East Village,$7.3,1.0,1899,Qtr 4,December,30
271,2024-06-01 00:00:00,UberX,Uber Pay,1,1.78,East Harlem North,$9.8,1.0,1899,Qtr 4,December,30
272,2024-06-01 00:00:00,Uber Black,Uber Pay,1,3.77,Astoria,$17.0,1.0,1899,Qtr 4,December,30
273,2024-06-01 00:00:00,Uber Comfort,Uber Pay,4,2.46,Upper West Side South,$14.5,1.0,1899,Qtr 4,December,30
274,2024-06-01 00:00:00,UberXL,Uber Pay,1,2.4,Lenox Hill East,$12.7,1.0,1899,Qtr 4,December,30
275,2024-06-01 00:00:00,UberX,Uber Pay,1,2.7,Stuy Town/Peter Cooper Village,$10.5,1.0,1899,Qtr 4,December,30
276,2024-06-01 00:00:00,UberX,Cash,1,2.17,Lenox Hill East,$9.5,1.0,1899,Qtr 4,December,30
277,2024-06-01 00:00:00,Uber Comfort,Uber Pay,2,3.05,Lenox Hill East,$17.1,1.0,1899,Qtr 4,December,30
278,2024-06-01 00:00:00,UberX,Uber Pay,1,1.24,East Village,$7.3,1.0,1899,Qtr 4,December,30
279,2024-06-01 00:00:00,UberX,Cash,2,7.45,East Harlem South,$23.5,1.0,1899,Qtr 4,December,30
280,2024-06-01 00:00:00,UberX,Uber Pay,2,1.08,Union Sq,$8.5,1.0,1899,Qtr 4,December,30
281,2024-06-01 00:00:00,Uber Black,Cash,1,1.02,Midtown East,$7.5,1.0,1899,Qtr 4,December,30
282,2024-06-01 00:00:00,UberX,Cash,1,3.7,Yorkville East,$12.5,1.0,1899,Qtr 4,December,30
283,2024-06-01 00:00:00,UberXL,Uber Pay,1,2,Lenox Hill West,$10.3,1.0,1899,Qtr 4,December,30
284,2024-06-01 00:00:00,UberX,Uber Pay,1,1.3,Lincoln Square East,$9.1,1.0,1899,Qtr 4,December,30
285,2024-06-01 00:00:00,UberX,Cash,1,1.03,East Harlem North,$5.5,1.0,1899,Qtr 4,December,30
286,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.6,Penn Station/Madison Sq West,$9.6,1.0,1899,Qtr 4,December,30
287,2024-06-01 00:00:00,Uber Black,Cash,1,1.21,East Harlem North,$7.0,1.0,1899,Qtr 4,December,30
288,2024-06-01 00:00:00,UberX,Uber Pay,1,1.66,Penn Station/Madison Sq West,$8.6,1.0,1899,Qtr 4,December,30
289,2024-06-01 00:00:00,UberX,Cash,1,2.27,Clinton West,$10.5,1.0,1899,Qtr 4,December,30
290,2024-06-01 00:00:00,Uber Comfort,Cash,1,1.86,Upper East Side South,$7.5,1.0,1899,Qtr 4,December,30
291,2024-06-01 00:00:00,UberX,Uber Pay,1,1.22,Yorkville West,$7.5,1.0,1899,Qtr 4,December,30
292,2024-06-01 00:00:00,UberX,Cash,1,3.3,UN/Turtle Bay South,$12.5,1.0,1899,Qtr 4,December,30
293,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.26,East Harlem South,$7.0,1.0,1899,Qtr 4,December,30
294,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,4.08,Penn Station/Madison Sq West,$16.9,1.0,1899,Qtr 4,December,30
295,2024-06-01 00:00:00,UberX,Cash,6,1.24,Clinton East,$6.5,1.0,1899,Qtr 4,December,30
296,2024-06-01 00:00:00,UberX,Uber Pay,1,1.6,Garment District,$8.5,1.0,1899,Qtr 4,December,30
297,2024-06-01 00:00:00,UberX,Uber Pay,2,1.46,Penn Station/Madison Sq West,$7.0,1.0,1899,Qtr 4,December,30
298,2024-06-01 00:00:00,Uber Comfort,Uber Pay,2,1.17,Garment District,$7.9,1.0,1899,Qtr 4,December,30
299,2024-06-01 00:00:00,Uber Comfort,Cash,1,1.19,Gramercy,$6.5,1.0,1899,Qtr 4,December,30
300,2024-06-01 00:00:00,UberX,Cash,3,1.2,Stuy Town/Peter Cooper Village,$6.5,1.0,1899,Qtr 4,December,30
301,2024-06-01 00:00:00,UberX,Uber Pay,1,1.51,Penn Station/Madison Sq West,$7.5,1.0,1899,Qtr 4,December,30
302,2024-06-01 00:00:00,UberXL,Uber Pay,1,1.8,Lenox Hill East,$10.9,1.0,1899,Qtr 4,December,30
303,2024-06-01 00:00:00,UberX,Uber Pay,1,2.18,Midtown East,$10.9,1.0,1899,Qtr 4,December,30
304,2024-06-01 00:00:00,UberX,Uber Pay,3,3.27,Sunnyside,$17.0,1.0,1899,Qtr 4,December,30
305,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,3.2,Penn Station/Madison Sq West,$16.3,1.0,1899,Qtr 4,December,30
306,2024-06-01 00:00:00,Uber Black,Uber Pay,1,2.12,Clinton East,$12.1,1.0,1899,Qtr 4,December,30
307,2024-06-01 00:00:00,UberXL,Uber Pay,1,1.9,Murray Hill,$15.7,1.0,1899,Qtr 4,December,30
308,2024-06-01 00:00:00,UberX,Uber Pay,1,2.13,Yorkville West,$11.5,1.0,1899,Qtr 4,December,30
309,2024-06-01 00:00:00,UberX,Uber Pay,1,1.11,Sutton Place/Turtle Bay North,$8.5,1.0,1899,Qtr 4,December,30
310,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.5,Garment District,$10.3,1.0,1899,Qtr 4,December,30
311,2024-06-01 00:00:00,Uber Black,Uber Pay,3,1.13,Yorkville East,$8.5,1.0,1899,Qtr 4,December,30
312,2024-06-01 00:00:00,UberXL,Uber Pay,1,5.35,Midtown East,$24.0,1.0,1899,Qtr 4,December,30
313,2024-06-01 00:00:00,UberX,Cash,1,4.4,Midtown Center,$17.5,1.0,1899,Qtr 4,December,30
314,2024-06-01 00:00:00,UberX,Uber Pay,1,10.1,NV,$35.6,1.0,1899,Qtr 4,December,30
315,2024-06-01 00:00:00,UberXL,Cash,2,6.94,Penn Station/Madison Sq West,$23.0,1.0,1899,Qtr 4,December,30
316,2024-06-01 00:00:00,Uber Comfort,Cash,1,6.2,Clinton East,$20.5,1.0,1899,Qtr 4,December,30
317,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,3.27,Penn Station/Madison Sq West,$14.0,1.0,1899,Qtr 4,December,30
318,2024-06-01 00:00:00,UberX,Uber Pay,2,5.78,Central Park,$20.7,1.0,1899,Qtr 4,December,30
319,2024-06-01 00:00:00,UberX,Uber Pay,1,1.41,Gramercy,$8.3,1.0,1899,Qtr 4,December,30
320,2024-06-01 00:00:00,Uber Black,Uber Pay,1,2.14,East Harlem South,$15.9,1.0,1899,Qtr 4,December,30
321,2024-06-01 00:00:00,Uber Black,Uber Pay,2,2.89,East Harlem South,$12.0,1.0,1899,Qtr 4,December,30
322,2024-06-01 00:00:00,UberX,Uber Pay,1,5.52,Upper West Side North,$18.5,1.0,1899,Qtr 4,December,30
323,2024-06-01 00:00:00,UberXL,Cash,1,4.4,Upper East Side North,$16.5,1.0,1899,Qtr 4,December,30
324,2024-06-01 00:00:00,UberX,Cash,2,3.23,Upper East Side North,$13.0,1.0,1899,Qtr 4,December,30
325,2024-06-01 00:00:00,UberX,Cash,1,1.3,UN/Turtle Bay South,$6.5,1.0,1899,Qtr 4,December,30
326,2024-06-01 00:00:00,Uber Black,Uber Pay,1,2.11,Gramercy,$10.3,1.0,1899,Qtr 4,December,30
327,2024-06-01 00:00:00,UberX,Uber Pay,1,2.36,Kips Bay,$12.7,1.0,1899,Qtr 4,December,30
328,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,3.37,Yorkville West,$18.3,1.0,1899,Qtr 4,December,30
329,2024-06-01 00:00:00,UberXL,Uber Pay,6,3.22,Hamilton Heights,$13.5,1.0,1899,Qtr 4,December,30
330,2024-06-01 00:00:00,UberX,Uber Pay,1,1.78,Lenox Hill West,$9.4,1.0,1899,Qtr 4,December,30
331,2024-06-01 00:00:00,Uber Black,Cash,1,2.79,Upper West Side North,$10.5,1.0,1899,Qtr 4,December,30
332,2024-06-01 00:00:00,UberX,Uber Pay,1,1.69,Clinton East,$9.7,1.0,1899,Qtr 4,December,30
333,2024-06-01 00:00:00,UberX,Cash,1,1.01,Sunnyside,$5.0,1.0,1899,Qtr 4,December,30
334,2024-06-01 00:00:00,UberX,Cash,1,3.1,Upper East Side North,$14.0,1.0,1899,Qtr 4,December,30
335,2024-06-01 00:00:00,UberX,Cash,6,1.45,Forest Hills,$8.0,1.0,1899,Qtr 4,December,30
336,2024-06-01 00:00:00,UberXL,Uber Pay,1,3.56,Flatiron,$15.7,1.0,1899,Qtr 4,December,30
337,2024-06-01 00:00:00,UberXL,Uber Pay,1,6.47,East Harlem South,$22.0,1.0,1899,Qtr 4,December,30
338,2024-06-01 00:00:00,UberXL,Uber Pay,1,2.02,Sutton Place/Turtle Bay North,$10.9,1.0,1899,Qtr 4,December,30
339,2024-06-01 00:00:00,UberX,Uber Pay,1,1.37,Lincoln Square West,$8.8,1.0,1899,Qtr 4,December,30
340,2024-06-01 00:00:00,UberXL,Uber Pay,1,1.7,Yorkville West,$12.1,1.0,1899,Qtr 4,December,30
341,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.02,Midtown Center,$8.3,1.0,1899,Qtr 4,December,30
342,2024-06-01 00:00:00,Uber Black,Uber Pay,1,4.96,Sunnyside,$19.5,1.0,1899,Qtr 4,December,30
343,2024-06-01 00:00:00,UberX,Uber Pay,1,3.4,Gramercy,$15.1,1.0,1899,Qtr 4,December,30
344,2024-06-01 00:00:00,UberX,Cash,1,1.4,Lenox Hill East,$7.0,1.0,1899,Qtr 4,December,30
345,2024-06-01 00:00:00,Uber Black,Uber Pay,1,2.71,Upper East Side North,$13.3,1.0,1899,Qtr 4,December,30
346,2024-06-01 00:00:00,UberX,Cash,1,3.15,East Harlem South,$11.0,1.0,1899,Qtr 4,December,30
347,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,1.39,Sutton Place/Turtle Bay North,$8.5,1.0,1899,Qtr 4,December,30
348,2024-06-01 00:00:00,UberX,Uber Pay,1,2.48,East Harlem North,$13.4,1.0,1899,Qtr 4,December,30
349,2024-06-01 00:00:00,UberX,Uber Pay,1,1.04,Yorkville East,$7.9,1.0,1899,Qtr 4,December,30
350,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.93,Yorkville West,$9.3,1.0,1899,Qtr 4,December,30
351,2024-06-01 00:00:00,UberX,Uber Pay,6,2.55,Lenox Hill West,$14.3,1.0,1899,Qtr 4,December,30
352,2024-06-01 00:00:00,UberX,Uber Pay,1,1.4,Greenwich Village North,$9.1,1.0,1899,Qtr 4,December,30
353,2024-06-01 00:00:00,UberX,Cash,1,2.17,Lower East Side,$8.5,1.0,1899,Qtr 4,December,30
354,2024-06-01 00:00:00,UberX,Cash,4,3.73,Garment District,$13.5,1.0,1899,Qtr 4,December,30
355,2024-06-01 00:00:00,UberX,Cash,1,2.89,Upper East Side North,$10.5,1.0,1899,Qtr 4,December,30
356,2024-06-01 00:00:00,UberX,Uber Pay,1,1.96,Lincoln Square West,$9.7,1.0,1899,Qtr 4,December,30
357,2024-06-01 00:00:00,UberX,Uber Pay,1,3.49,Penn Station/Madison Sq West,$16.5,1.0,1899,Qtr 4,December,30
358,2024-06-01 00:00:00,UberX,Uber Pay,1,1.54,Central Park,$7.5,1.0,1899,Qtr 4,December,30
359,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.29,Murray Hill,$10.7,1.0,1899,Qtr 4,December,30
360,2024-06-01 00:00:00,UberX,Cash,1,1.83,Murray Hill,$9.0,1.0,1899,Qtr 4,December,30
361,2024-06-01 00:00:00,UberX,Uber Pay,1,2.73,Lincoln Square East,$11.0,1.0,1899,Qtr 4,December,30
362,2024-06-01 00:00:00,UberX,Uber Pay,1,1.61,Midtown North,$9.5,1.0,1899,Qtr 4,December,30
363,2024-06-01 00:00:00,UberXL,Uber Pay,1,3.63,Gramercy,$15.1,1.0,1899,Qtr 4,December,30
364,2024-06-01 00:00:00,UberXL,Uber Pay,1,4.43,Garment District,$19.9,1.0,1899,Qtr 4,December,30
365,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,2.48,Upper West Side South,$14.0,1.0,1899,Qtr 4,December,30
366,2024-06-01 00:00:00,UberX,Cash,1,2.66,Upper West Side North,$12.0,1.0,1899,Qtr 4,December,30
367,2024-06-01 00:00:00,UberXL,Uber Pay,1,2.2,Midtown East,$13.3,1.0,1899,Qtr 4,December,30
368,2024-06-01 00:00:00,UberX,Amazon Pay,1,1.1,Midtown North,$6.5,1.0,1899,Qtr 4,December,30
369,2024-06-01 00:00:00,UberX,Uber Pay,1,1.8,Central Park,$10.3,1.0,1899,Qtr 4,December,30
370,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,4.2,East Harlem South,$17.5,1.0,1899,Qtr 4,December,30
371,2024-06-01 00:00:00,UberX,Uber Pay,1,25.81,Hammels/Arverne,$71.8,1.0,1899,Qtr 4,December,30
372,2024-06-01 00:00:00,UberX,Cash,1,1.69,Lincoln Square East,$8.5,1.0,1899,Qtr 4,December,30
373,2024-06-01 00:00:00,UberXL,Uber Pay,1,7.97,West Village,$39.1,1.0,1899,Qtr 4,December,30
374,2024-06-01 00:00:00,Uber Black,Cash,1,6.3,Kips Bay,$22.0,1.0,1899,Qtr 4,December,30
375,2024-06-01 00:00:00,UberX,Uber Pay,1,2.89,Penn Station/Madison Sq West,$17.7,1.0,1899,Qtr 4,December,30
376,2024-06-01 00:00:00,UberX,Uber Pay,1,6.12,East Harlem South,$25.3,1.0,1899,Qtr 4,December,30
377,2024-06-01 00:00:00,UberX,Uber Pay,1,1.03,Gramercy,$6.7,1.0,1899,Qtr 4,December,30
378,2024-06-01 00:00:00,UberX,Uber Pay,1,3.85,Manhattan Valley,$18.5,1.0,1899,Qtr 4,December,30
379,2024-06-01 00:00:00,UberX,Cash,1,1.48,Penn Station/Madison Sq West,$8.5,1.0,1899,Qtr 4,December,30
380,2024-06-01 00:00:00,Uber Black,Cash,1,3.9,Stuy Town/Peter Cooper Village,$15.0,1.0,1899,Qtr 4,December,30
381,2024-06-01 00:00:00,Uber Comfort,Cash,5,2.56,Upper West Side North,$11.5,1.0,1899,Qtr 4,December,30
382,2024-06-01 00:00:00,Uber Black,Uber Pay,1,3.17,Garment District,$16.5,1.0,1899,Qtr 4,December,30
383,2024-06-01 00:00:00,UberX,Uber Pay,3,2.72,Kips Bay,$14.6,1.0,1899,Qtr 4,December,30
384,2024-06-01 00:00:00,UberX,Uber Pay,1,1.1,Yorkville West,$8.0,1.0,1899,Qtr 4,December,30
385,2024-06-01 00:00:00,UberXL,Cash,1,1.7,Upper West Side North,$8.0,1.0,1899,Qtr 4,December,30
386,2024-06-01 00:00:00,Uber Black,Cash,1,5.1,Manhattan Valley,$16.5,1.0,1899,Qtr 4,December,30
387,2024-06-01 00:00:00,UberX,Uber Pay,1,6,Upper East Side South,$25.3,1.0,1899,Qtr 4,December,30
388,2024-06-01 00:00:00,UberXL,Cash,1,1.4,West Chelsea/Hudson Yards,$7.0,1.0,1899,Qtr 4,December,30
389,2024-06-01 00:00:00,UberXL,Uber Pay,2,2.77,Upper West Side North,$17.4,1.0,1899,Qtr 4,December,30
390,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.9,Yorkville East,$11.7,1.0,1899,Qtr 4,December,30
391,2024-06-01 00:00:00,UberX,Uber Pay,1,2.1,Upper West Side South,$11.5,1.0,1899,Qtr 4,December,30
392,2024-06-01 00:00:00,UberX,Uber Pay,1,1.63,Sutton Place/Turtle Bay North,$9.6,1.0,1899,Qtr 4,December,30
393,2024-06-01 00:00:00,UberX,Uber Pay,1,6.2,Seaport,$20.0,1.0,1899,Qtr 4,December,30
394,2024-06-01 00:00:00,UberXL,Uber Pay,1,1.5,West Village,$9.0,1.0,1899,Qtr 4,December,30
395,2024-06-01 00:00:00,Uber Green,Uber Pay,1,2.8,Upper West Side North,$12.6,1.0,1899,Qtr 4,December,30
396,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,2.01,Lenox Hill West,$18.0,1.0,1899,Qtr 4,December,30
397,2024-06-01 00:00:00,UberX,Cash,1,1.37,Upper East Side South,$9.5,1.0,1899,Qtr 4,December,30
398,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.26,Yorkville West,$7.4,1.0,1899,Qtr 4,December,30
399,2024-06-01 00:00:00,Uber Green,Uber Pay,1,2,Stuy Town/Peter Cooper Village,$10.3,1.0,1899,Qtr 4,December,30
400,2024-06-01 00:00:00,UberX,Cash,1,1.57,Clinton East,$8.0,1.0,1899,Qtr 4,December,30
401,2024-06-01 00:00:00,UberX,Cash,1,3.06,Times Sq/Theatre District,$13.0,1.0,1899,Qtr 4,December,30
402,2024-06-01 00:00:00,Uber Green,Cash,1,4.77,Midtown East,$16.5,1.0,1899,Qtr 4,December,30
403,2024-06-01 00:00:00,UberXL,Uber Pay,1,6.85,Carroll Gardens,$25.5,1.0,1899,Qtr 4,December,30
404,2024-06-01 00:00:00,UberX,Amazon Pay,1,4,Gramercy,$14.5,1.0,1899,Qtr 4,December,30
405,2024-06-01 00:00:00,UberX,Uber Pay,1,1.5,Sutton Place/Turtle Bay North,$9.7,1.0,1899,Qtr 4,December,30
406,2024-06-01 00:00:00,Uber Black,Cash,1,2.5,Lenox Hill West,$10.5,1.0,1899,Qtr 4,December,30
407,2024-06-01 00:00:00,Uber Comfort,Cash,1,1.9,Penn Station/Madison Sq West,$8.5,1.0,1899,Qtr 4,December,30
408,2024-06-01 00:00:00,UberX,Cash,1,1.7,Sutton Place/Turtle Bay North,$6.5,1.0,1899,Qtr 4,December,30
409,2024-06-01 00:00:00,UberXL,Cash,1,1.84,Stuy Town/Peter Cooper Village,$7.5,1.0,1899,Qtr 4,December,30
410,2024-06-01 00:00:00,UberXL,Uber Pay,1,1.14,Midtown Center,$7.5,1.0,1899,Qtr 4,December,30
411,2024-06-01 00:00:00,UberX,Uber Pay,1,3.23,Yorkville West,$15.7,1.0,1899,Qtr 4,December,30
412,2024-06-01 00:00:00,Uber Black,Cash,1,1.18,Sutton Place/Turtle Bay North,$6.0,1.0,1899,Qtr 4,December,30
413,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,3.9,Garment District,$20.2,1.0,1899,Qtr 4,December,30
414,2024-06-01 00:00:00,UberXL,Cash,1,1.02,Penn Station/Madison Sq West,$6.5,1.0,1899,Qtr 4,December,30
415,2024-06-01 00:00:00,Uber Black,Cash,6,5.86,Financial District North,$18.5,1.0,1899,Qtr 4,December,30
416,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,3.9,Yorkville East,$13.5,1.0,1899,Qtr 4,December,30
417,2024-06-01 00:00:00,Uber Black,Uber Pay,1,2.2,Lenox Hill West,$12.1,1.0,1899,Qtr 4,December,30
418,2024-06-01 00:00:00,UberX,Uber Pay,1,4.58,East Village,$21.1,1.0,1899,Qtr 4,December,30
419,2024-06-01 00:00:00,UberX,Uber Pay,1,1.06,Midtown North,$7.5,1.0,1899,Qtr 4,December,30
420,2024-06-01 00:00:00,UberX,Uber Pay,1,1.31,Clinton East,$9.1,1.0,1899,Qtr 4,December,30
421,2024-06-01 00:00:00,Uber Black,Uber Pay,1,2.57,Midtown North,$13.9,1.0,1899,Qtr 4,December,30
422,2024-06-01 00:00:00,UberX,Uber Pay,1,2.9,Upper East Side North,$12.5,1.0,1899,Qtr 4,December,30
423,2024-06-01 00:00:00,UberX,Cash,2,8.17,Upper East Side South,$24.5,1.0,1899,Qtr 4,December,30
424,2024-06-01 00:00:00,UberX,Uber Pay,1,2.62,NV,$13.3,1.0,1899,Qtr 4,December,30
425,2024-06-01 00:00:00,UberX,Uber Pay,1,1.9,Penn Station/Madison Sq West,$11.0,1.0,1899,Qtr 4,December,30
426,2024-06-01 00:00:00,UberX,Uber Pay,2,2.28,Upper West Side South,$23.3,1.0,1899,Qtr 4,December,30
427,2024-06-01 00:00:00,Uber Green,Uber Pay,1,2.58,Union Sq,$12.0,1.0,1899,Qtr 4,December,30
428,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,9.89,Kips Bay,$35.5,1.0,1899,Qtr 4,December,30
429,2024-06-01 00:00:00,UberX,Uber Pay,1,2.4,Clinton East,$13.3,1.0,1899,Qtr 4,December,30
430,2024-06-01 00:00:00,UberX,Uber Pay,1,1.5,Lenox Hill West,$9.1,1.0,1899,Qtr 4,December,30
431,2024-06-01 00:00:00,UberX,Uber Pay,1,2.59,Midtown North,$12.1,1.0,1899,Qtr 4,December,30
432,2024-06-01 00:00:00,UberXL,Cash,3,2.71,Lenox Hill East,$9.5,1.0,1899,Qtr 4,December,30
433,2024-06-01 00:00:00,Uber Black,Uber Pay,1,2.4,Manhattan Valley,$11.5,1.0,1899,Qtr 4,December,30
434,2024-06-01 00:00:00,Uber Black,Uber Pay,1,1.13,Clinton East,$9.7,1.0,1899,Qtr 4,December,30
435,2024-06-01 00:00:00,Uber Green,Uber Pay,1,2.5,Clinton West,$10.0,1.0,1899,Qtr 4,December,30
436,2024-06-01 00:00:00,Uber Comfort,Cash,1,1.2,Sutton Place/Turtle Bay North,$7.5,1.0,1899,Qtr 4,December,30
437,2024-06-01 00:00:00,UberX,Cash,5,1.46,Upper East Side North,$7.0,1.0,1899,Qtr 4,December,30
438,2024-06-01 00:00:00,Uber Comfort,Uber Pay,1,5.3,Upper West Side South,$20.5,1.0,1899,Qtr 4,December,30
439,2024-06-01 00:00:00,UberX,Uber Pay,1,2.84,Lenox Hill East,$15.2,1.0,1899,Qtr 4,December,30
440,2024-06-01 00:00:00,UberX,Cash,1,2.06,Lenox Hill East,$10.0,1.0,1899,Qtr 4,December,30
