TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod,TotalAmount,GrossRevenue,NetRevenue,Profit
T00972,3/17/2025,C135,P037,S005,5,0.1,Cash,8786.925000000001,9763.25,8786.925000000001,1530.5750000000007
T00973,5/31/2025,C094,P044,S002,5,0,Cash,6432.75,6432.75,6432.75,2445.05
T00974,3/26/2024,C054,P045,S004,1,0.15,Cash,1597.2179999999998,1879.08,1597.2179999999998,592.6579999999999
T00975,3/21/2024,C093,P045,S005,4,0.1,Cash,6764.688,7516.32,6764.688,2746.4480000000003
T00976,4/13/2025,C158,P045,S003,5,0,Cash,9395.4,9395.4,9395.4,4372.6
T00977,8/9/2024,C078,P045,S001,2,0,Cash,3758.16,3758.16,3758.16,1749.04
T00978,1/2/2025,C186,P033,S002,5,0.15,"Credit Card",7645.6225,8994.85,7645.6225,999.8725000000004
T00979,10/31/2023,C050,P014,S005,2,0.05,"Mobile Money",2551.225,2685.5,2551.225,955.3449999999998
T00980,12/12/2024,C192,P001,S001,5,0.1,"Mobile Money",7531.6050000000005,8368.45,7531.6050000000005,914.7049999999999
T00981,6/29/2024,C180,P031,S004,1,0.05,"Credit Card",1040.934,1095.72,1040.934,218.73399999999992
T00982,7/29/2025,C141,P002,S004,5,0.1,"Credit Card",3684.42,4093.8,3684.42,1046.3200000000002
T00983,7/23/2025,C137,P019,S005,4,0.1,"Bank Transfer",6346.512000000001,7051.68,6346.512000000001,960.5920000000006
T00984,10/18/2024,C141,P029,S003,3,0.15,"Mobile Money",3786.8774999999996,4455.15,3786.8774999999996,821.9474999999998
T00985,7/4/2024,C186,P026,S003,5,0.05,"Credit Card",4824.86,5078.8,4824.86,1902.8599999999997
T00986,8/21/2024,C097,P024,S005,3,0.1,"Mobile Money",4016.0070000000005,4462.2300000000005,4016.0070000000005,1576.7970000000005
T00987,8/29/2024,C115,P030,S004,1,0,"Bank Transfer",29.24,29.24,29.24,13.959999999999999
T00988,9/24/2024,C153,P030,S001,5,0.05,"Bank Transfer",138.89,146.2,138.89,62.489999999999995
T00989,11/5/2023,C002,P007,S003,2,0.05,"Bank Transfer",2800.8279999999995,2948.24,2800.8279999999995,1272.7879999999996
T00990,5/26/2025,C006,P020,S003,5,0.05,Cash,1538.6200000000001,1619.6000000000001,1538.6200000000001,323.72000000000025
T00991,7/2/2024,C010,P046,S004,3,0.05,"Credit Card",3321.3044999999997,3496.1099999999997,3321.3044999999997,541.6545000000001
T00992,12/13/2023,C068,P011,S003,5,0.05,"Credit Card",1180.7074999999998,1242.85,1180.7074999999998,227.35749999999985
T00993,1/26/2024,C066,P029,S003,1,0.15,"Credit Card",1262.2925,1485.05,1262.2925,273.9825000000001
T00994,9/5/2024,C188,P016,S001,3,0.15,"Credit Card",4739.8125,5576.25,4739.8125,386.3324999999995
T00995,9/4/2024,C125,P021,S005,1,0.1,Cash,1104.516,1227.24,1104.516,127.42600000000004
T00996,8/29/2024,C188,P032,S005,4,0,Cash,1218.84,1218.84,1218.84,562.8
T00997,5/24/2024,C198,P050,S003,3,0.15,"Mobile Money",2663.832,3133.92,2663.832,338.62199999999984
T00998,10/31/2024,C031,P014,S002,5,0,"Mobile Money",6713.75,6713.75,6713.75,2724.0499999999997
T00999,1/12/2024,C014,P024,S003,5,0,"Bank Transfer",7437.05,7437.05,7437.05,3371.7
T01000,8/12/2025,C139,P037,S005,2,0.1,"Credit Card",3514.7700000000004,3905.3,3514.7700000000004,612.2300000000005
